1,0,,,,,,
8,1,,,,,,
631,100,,,,,,
638,101,,,,,,
645,102,,,,,,
652,103,,,,,,
659,104,,,,,,
666,105,,,,,,
673,106,,,,,,
680,107,,,,,,
687,108,,,,,,
694,109,,,,,,
701,110,,,,,,
708,111,,,,,,
715,112,,,,,,
722,113,,,,,,
729,114,,,,,,
736,115,,,,,,
743,116,,,,,,
750,117,,,,,,
757,118,,,,,,
764,119,,,,,,
771,120,,,,,,
778,121,,,,,,
785,122,,,,,,
792,123,,,,,,
799,124,,,,,,
806,125,,,,,,
813,126,,,,,,
820,127,,,,,,
827,128,,,,,,
834,129,,,,,,
841,130,,,,,,
848,131,,,,,,
855,132,,,,,,
862,133,,,,,,
869,134,,,,,,
876,135,,,,,,
883,136,,,,,,
890,137,,,,,,
897,138,,,,,,
904,139,,,,,,
911,140,,,,,,
918,141,,,,,,
925,142,,,,,,
932,143,,,,,,
939,144,,,,,,
946,145,,,,,,
953,146,,,,,,
960,147,,,,,,
967,148,,,,,,
974,149,,,,,,
981,150,,,,,,
988,151,,,,,,
995,152,,,,,,
1002,153,,,,,,
1009,154,,,,,,
1016,155,,,,,,
1023,156,,,,,,
1030,157,,,,,,
1037,158,,,,,,
1044,159,,,,,,
1051,160,,,,,,
1058,161,,,,,,
1065,162,,,,,,
1072,163,,,,,,
1079,164,,,,,,
1086,165,,,,,,
1093,166,,,,,,
1100,167,,,,,,
1107,168,,,,,,
1114,169,,,,,,
1121,170,,,,,,
1128,171,,,,,,
1135,172,,,,,,
1142,173,,,,,,
1149,174,,,,,,
1156,175,,,,,,
1163,176,,,,,,
1170,177,,,,,,
1177,178,,,,,,
1184,179,,,,,,
1191,180,,,,,,
1198,181,,,,,,
1205,182,,,,,,
1212,183,,,,,,
1219,184,,,,,,
1226,185,,,,,,
1233,186,,,,,,
1240,187,,,,,,
1247,188,,,,,,
1254,189,,,,,,
1261,190,,,,,,
1268,191,,,,,,
1275,192,,,,,,
1282,193,,,,,,
1289,194,,,,,,
1296,195,,,,,,
1303,196,,,,,,
1310,197,,,,,,
1317,198,,,,,,
1324,199,,,,,,
15,2,,,,,,
71,20,,,,,,
1331,200,,,,,,
1338,201,,,,,,
1345,202,,,,,,
1352,203,,,,,,
1359,204,,,,,,
1366,205,,,,,,
1373,206,,,,,,
1380,207,,,,,,
1387,208,,,,,,
1394,209,,,,,,
78,21,,,,,,
1401,210,,,,,,
1408,211,,,,,,
1415,212,,,,,,
1422,213,,,,,,
1429,214,,,,,,
1436,215,,,,,,
1443,216,,,,,,
1450,217,,,,,,
1457,218,,,,,,
1464,219,,,,,,
85,22,,,,,,
1471,220,,,,,,
1478,221,,,,,,
1485,222,,,,,,
1492,223,,,,,,
1499,224,,,,,,
1506,225,,,,,,
1513,226,,,,,,
1520,227,,,,,,
1527,228,,,,,,
1534,229,,,,,,
92,23,,,,,,
1541,230,,,,,,
1548,231,,,,,,
1555,232,,,,,,
1562,233,,,,,,
1569,234,,,,,,
1576,235,,,,,,
1583,236,,,,,,
1590,237,,,,,,
1597,238,,,,,,
1604,239,,,,,,
99,24,,,,,,
1611,240,,,,,,
1618,241,,,,,,
1625,242,,,,,,
1632,243,,,,,,
1639,244,,,,,,
1646,245,,,,,,
1653,246,,,,,,
1660,247,,,,,,
1667,248,,,,,,
1674,249,,,,,,
106,25,,,,,,
1681,250,,,,,,
1689,251,,,,,,
1697,252,,,,,,
1705,253,,,,,,
1713,254,,,,,,
1721,255,,,,,,
1729,256,,,,,,
1737,257,,,,,,
1745,258,,,,,,
1753,259,,,,,,
113,26,,,,,,
1761,260,,,,,,
1769,261,,,,,,
1777,262,,,,,,
1785,263,,,,,,
1793,264,,,,,,
1801,265,,,,,,
1809,266,,,,,,
1817,267,,,,,,
1825,268,,,,,,
1833,269,,,,,,
120,27,,,,,,
1841,270,,,,,,
1849,271,,,,,,
1857,272,,,,,,
1865,273,,,,,,
1873,274,,,,,,
1881,275,,,,,,
1889,276,,,,,,
1897,277,,,,,,
1905,278,,,,,,
1913,279,,,,,,
127,28,,,,,,
1921,280,,,,,,
1929,281,,,,,,
1937,282,,,,,,
1945,283,,,,,,
1953,284,,,,,,
1961,285,,,,,,
1969,286,,,,,,
1977,287,,,,,,
1985,288,,,,,,
1993,289,,,,,,
134,29,,,,,,
2001,290,,,,,,
2009,291,,,,,,
2017,292,,,,,,
2025,293,,,,,,
2033,294,,,,,,
2041,295,,,,,,
2049,296,,,,,,
2057,297,,,,,,
2065,298,,,,,,
2073,299,,,,,,
22,3,,,,,,
141,30,,,,,,
2081,300,,,,,,
2089,301,,,,,,
2097,302,,,,,,
2105,303,,,,,,
2113,304,,,,,,
2121,305,,,,,,
2129,306,,,,,,
